Season,Name,Team,PA,WAR,playerid
1983,Mark Calvert,Giants,10,-0.1,1001853
1922,Bevo LeBourveau,Phillies,197,-0.1,1007441
1978,Charlie Williams,Giants,5,-0.1,1013980
2017,Alex Cobb,Rays,6,-0.1,6562
1946,Junior Walsh,Pirates,4,-0.1,1013579
2003,Ruben Rivera,Giants,55,-0.1,1550
1969,Jim Lyttle,Yankees,87,-0.1,1007893
1987,Pat Keedy,White Sox,44,-0.1,1006738
1987,Bob Tewksbury,Cubs,5,-0.1,1012941
2013,Reed Johnson,Braves,136,-0.1,1702
1967,Chuck Estrada,Mets,5,-0.1,1003841
2016,Alec Asher,Phillies,11,-0.1,13560
1923,Herschel Bennett,Browns,5,-0.1,1000842
2016,Matt Duffy,Astros,3,-0.1,12181
1995,Dave Valle,Rangers,83,-0.1,1013333
2004,Miguel Batista,Blue Jays,5,-0.1,46
2009,Eric Milton,Dodgers,11,-0.1,743
2012,Jonathan Sanchez,- - -,5,-0.1,7507
2008,Rick VandenHurk,Marlins,5,-0.1,5099
1932,Hal Smith,Pirates,4,-0.1,1012154
2004,Jesus Sanchez,Reds,5,-0.1,1476
1951,Bud Byerly,Reds,7,-0.1,1001789
1978,Jamie Quirk,Royals,34,-0.1,1010621
1995,Pedro Castellano,Rockies,7,-0.1,1002056
1986,Dave Gumpert,Cubs,5,-0.1,1005142
1986,Lee Smith,Cubs,5,-0.1,1012175
1963,Jim Beauchamp,Cardinals,3,-0.1,1000732
1956,Dave Hillman,Cubs,4,-0.1,1005829
2007,Franquelis Osoria,Pirates,5,-0.1,2860
1942,Johnny Lindell,Yankees,24,-0.1,1007619
1958,Johnny Kucks,Yankees,49,-0.1,1007196
1900,Frank Killen,Orphans,23,-0.1,1006904
1979,Tim Nordbrook,Brewers,2,-0.1,1009625
1968,Bob Locker,White Sox,9,-0.1,1007688
1939,Nels Potter,Athletics,76,-0.1,1010471
1961,Mickey McDermott,- - -,20,-0.1,1008448
1971,Bill Stoneman,Expos,111,-0.1,1012560
1950,George Spencer,Giants,4,-0.1,1012322
1999,Miguel del Toro,Giants,5,-0.1,1003184
1991,Scott Scudder,Reds,31,-0.1,1011699
2013,Ryan Vogelsong,Giants,36,-0.1,1011
1981,Brian Giles,Mets,8,-0.1,1004702
1896,Frank Foreman,Reds,83,-0.1,1004229
2002,Britt Reames,Expos,11,-0.1,794
2002,Pat Mahomes,Cubs,5,-0.1,291
1932,Greg Mulleavy,White Sox,3,-0.1,1009296
1954,Sid Hudson,Red Sox,13,-0.1,1006141
1973,Jim Barr,Giants,81,-0.1,1000606
1909,Sam Frock,Pirates,14,-0.1,1004372
1979,Bruce Bochy,Astros,143,-0.1,1001108
1986,Dwight Taylor,Royals,2,-0.1,1012868
1909,Jack Gilligan,Browns,10,-0.1,1004723
1970,Steve Dunning,Indians,35,-0.1,1003572
1940,John Whitehead,Browns,12,-0.1,1013882
1922,Bill Bayne,Browns,30,-0.1,1000701
1898,Jack Stivetts,Beaneaters,125,-0.1,1012547
1916,Art Rico,Braves,4,-0.1,1010941
1983,Bill Campbell,Cubs,10,-0.1,1001874
1995,Kevin Jordan,Phillies,57,-0.1,1006610
1962,Don Cardwell,Cubs,69,-0.1,1001941
2005,Andres Torres,Rangers,21,-0.1,1488
1967,Buster Narum,Senators,5,-0.1,1009455
1954,Cal Hogue,Pirates,4,-0.1,1005932
1976,Larry Murray,Yankees,11,-0.1,1009392
1903,Alex Pearson,Naps,13,-0.1,1010107
2010,C.J. Wilson,Rangers,5,-0.1,3580
1968,Warren Bogle,Athletics,5,-0.1,1001125
1985,Terry Forster,Braves,5,-0.1,1004236
1978,Mike Garman,Expos,5,-0.1,1004539
2009,Shawn Riggans,Rays,14,-0.1,3393
1897,Davey Dunkle,Phillies,26,-0.1,1003564
1982,Cecilio Guante,Pirates,5,-0.1,1005113
1982,Lee Tunnell,Pirates,5,-0.1,1013218
2016,Doug Fister,Astros,7,-0.1,9425
1944,Ken Brondell,Giants,4,-0.1,1001466
1910,Billy Burke,Doves,22,-0.1,1001675
2007,Chris Seddon,Marlins,5,-0.1,3833
2012,Mike Jacobs,Diamondbacks,23,-0.1,2231
1956,Ellis Kinder,- - -,4,-0.1,1006922
1911,Harry Ables,Highlanders,4,-0.1,1000023
1979,Craig Swan,Mets,91,-0.1,1012754
2017,Brandon McCarthy,Dodgers,28,-0.1,4662
1976,Rich Folkers,Padres,5,-0.1,1004203
1976,Ken Reynolds,Padres,5,-0.1,1010871
2014,Jair Jurrjens,Rockies,2,-0.1,5556
1935,Rogers Hornsby,Browns,27,-0.1,1006030
2001,Ramon Martinez,Pirates,5,-0.1,1008193
1925,Gene Bedford,Indians,3,-0.1,1000762
1967,Sam Bowens,Orioles,132,-0.1,1001249
1955,Bob Porterfield,Senators,70,-0.1,1010445
1915,Walt Dickson,Rebels,38,-0.1,1003283
2016,Mike Montgomery,Cubs,11,-0.1,4869
1945,Mel Bosser,Reds,4,-0.1,1001216
1915,Bobby Schang,- - -,172,-0.1,1011519
1965,J.C. Martin,White Sox,261,-0.1,1008173
1928,Rosy Ryan,Yankees,4,-0.1,1011349
1971,Les Cain,Tigers,58,-0.1,1001821
2017,Jake Smolinski,Athletics,29,-0.1,5408
2001,Kelly Dransfeldt,Rangers,3,-0.1,1248
1958,Bill Monbouquette,Red Sox,19,-0.1,1009048
1931,Dutch Schesler,Phillies,9,-0.1,1011556
2009,Ryan Sadowski,Giants,12,-0.1,5916
1911,Buck Stanley,Phillies,4,-0.1,1012410
2012,Luke Carlin,Indians,14,-0.1,4666
1961,Warren Hacker,White Sox,9,-0.1,1005182
1943,Carl Lindquist,Braves,4,-0.1,1007624
2003,Joe Beimel,Pirates,5,-0.1,979
1999,Armando Benitez,Mets,5,-0.1,865
1972,Juan Pizarro,Cubs,22,-0.1,1010382
1929,Bill Akers,Tigers,98,-0.1,1000098
1933,Jack Salveson,Giants,9,-0.1,1011390
1934,Orville Armbrust,Senators,4,-0.1,1000309
1983,Ben Hayes,Reds,5,-0.1,1005523
2013,DeWayne Wise,White Sox,66,-0.1,1554
1996,Jason Christiansen,Pirates,5,-0.1,1111
1996,Dan Plesac,Pirates,5,-0.1,1319
1996,John Ericks,Pirates,5,-0.1,1003809
1996,Ramon Morel,Pirates,5,-0.1,1009162
1965,John Stephenson,Mets,131,-0.1,1012497
1982,Mike Young,Orioles,2,-0.1,1014386
1938,Les Powers,Giants,3,-0.1,1010501
1995,Rick Reed,Reds,5,-0.1,750
1950,Ted Wilks,Cardinals,4,-0.1,1013962
1960,Dave Hillman,Red Sox,8,-0.1,1005829
2005,Derek Thompson,Dodgers,5,-0.1,2126
2009,Jon Lester,Red Sox,5,-0.1,4930
1889,Lev Shreve,Hoosiers,8,-0.1,1011938
1923,Lou North,Cardinals,23,-0.1,1009642
1966,Don Pepper,Tigers,3,-0.1,1010171
1967,Dave Leonhard,Orioles,5,-0.1,1007540
1926,Clyde Beck,Cubs,91,-0.1,1000739
2011,Ivan Nova,Yankees,5,-0.1,1994
1952,Bill Werle,Cardinals,9,-0.1,1013786
1946,Sam Zoldak,Browns,58,-0.1,1014458
1979,Doe Boyland,Pirates,3,-0.1,1001284
1997,Orlando Cabrera,Expos,20,-0.1,766
1974,Randy Hundley,Twins,93,-0.1,1006189
1912,John Dowd,Highlanders,38,-0.1,1003440
1928,Herb Pennock,Yankees,84,-0.1,1010161
1948,Erv Palica,Dodgers,44,-0.1,1009967
1947,Joe Kuhel,White Sox,3,-0.1,1007202
1887,Hick Carpenter,Red Stockings,521,-0.1,1001979
1995,Bobby Munoz,Phillies,5,-0.1,1009326
1911,Rube Benton,Reds,16,-0.1,1000857
1972,Frank Fernandez,Cubs,3,-0.1,1003997
1965,Ron Taylor,- - -,18,-0.1,1012885
1954,Jim Pearce,Redlegs,4,-0.1,1010106
1999,Kerry Robinson,Reds,1,-0.1,1179
2018,Dan Butler,Red Sox,7,-0.1,9968
1884,Tom Lynch,White Stockings,4,-0.1,1007869
1889,Jim Gill,Browns,9,-0.1,1004726
1980,Bob Beall,Pirates,3,-0.1,1000703
1997,Danny Darwin,- - -,19,-0.1,1002996
1985,Rob Wilfong,Angels,243,-0.1,1013943
1888,Phil Knell,Alleghenys,11,-0.1,1007030
1917,Sam Covington,Braves,75,-0.1,1002685
2005,Runelvys Hernandez,Royals,5,-0.1,1528
1965,Pete Mikkelsen,Yankees,11,-0.1,1008852
1958,Charlie Rabe,Redlegs,4,-0.1,1010626
1964,George Williams,Athletics,100,-0.1,1013998
1998,Curtis King,Cardinals,5,-0.1,1006926
1984,Chico Walker,Red Sox,3,-0.1,1013509
1882,James Burke,Bisons,4,-0.1,1001681
1967,Ron Clark,Twins,65,-0.1,1002306
1966,Albie Pearson,Angels,3,-0.1,1010108
1882,Charlie Sweeney,Grays,4,-0.1,1012774
1949,Murry Dickson,Pirates,85,-0.1,1003282
1879,Joe Gerhardt,Reds,316,-0.1,1004629
1929,Josh Billings,Tigers,7,-0.1,1000972
1931,Joe Sprinz,Indians,3,-0.1,1012363
1883,Jack Gorman,Browns,4,-0.1,1004884
1989,Paul Assenmacher,- - -,5,-0.1,1000344
1997,Bruce Aven,Indians,20,-0.1,366
2012,Manny Pina,Royals,2,-0.1,2829
2001,Ramon Castro,Marlins,12,-0.1,514
1942,Bob Carpenter,Giants,73,-0.1,1001976
1954,Bob Milliken,Dodgers,17,-0.1,1008943
1942,Jake Early,Senators,394,-0.1,1003632
1921,Ernie Neitzke,Red Sox,29,-0.1,1009494
1877,Jim Holdsworth,Dark Blues,262,-0.1,1005945
2009,Freddy Sandoval,Angels,11,-0.1,6863
1943,Hal White,Tigers,67,-0.1,1013877
1958,Johnny Schaive,Senators,25,-0.1,1011513
1935,Carl Fischer,- - -,27,-0.1,1004067
1978,Bob Molinaro,White Sox,311,-0.1,1009039
1884,Frank Jones,Wolverines,8,-0.1,1006556
1895,Ernie Beam,Phillies,12,-0.1,1000708
2000,James Baldwin,White Sox,5,-0.1,1064
1994,Mike Simms,Astros,12,-0.1,1011987
1979,J.R. Richard,Astros,108,-0.1,1010913
1969,Wayne Redmond,Tigers,3,-0.1,1010757
2011,Corey Brown,Nationals,3,-0.1,2650
1977,Lynn McGlothen,Giants,21,-0.1,1008534
1998,Rick Reed,Mets,79,-0.1,750
1951,Phil Paine,Braves,4,-0.1,1009963
1943,Frank Seward,Giants,4,-0.1,1011764
1983,Craig Lefferts,Cubs,20,-0.1,1007476
1958,Ralph Mauriello,Dodgers,4,-0.1,1008279
1937,Mike Guerra,Senators,3,-0.1,1005119
1988,Alejandro Pena,Dodgers,6,-0.1,1010140
1986,La Marr Hoyt,Padres,50,-0.1,1006114
1928,Earl Whitehill,Tigers,75,-0.1,1013866
1982,Tom Hume,Reds,5,-0.1,1006179
1964,Joe Morgan,Cardinals,3,-0.1,1009178
2015,Matt Szczur,Cubs,80,-0.1,11255
1877,John Haldeman,Grays,4,-0.1,1005218
1931,Ray Moss,Braves,16,-0.1,1009254
1999,Justin Thompson,Tigers,5,-0.1,8217
1910,Ed Hendricks,Giants,4,-0.1,1005640
1990,Phil Plantier,Red Sox,21,-0.1,1010388
1912,Bill Kenworthy,Senators,41,-0.1,1006854
2003,Darrell May,Royals,5,-0.1,613
1969,Bernie Carbo,Reds,3,-0.1,1001935
1957,Mel Roach,Braves,7,-0.1,1011013
1966,Adrian Garrett,Braves,3,-0.1,1004543
2015,Wilmer Difo,Nationals,11,-0.1,14320
1892,John Clarkson,- - -,169,-0.1,1002293
1992,Mike Maksudian,Blue Jays,3,-0.1,1008009
1962,Ken Hunt,Angels,12,-0.1,1006209
1939,Rollie Hemsley,Indians,432,-0.1,1005626
1962,Norm Sherry,Dodgers,97,-0.1,1011884
1955,Wayne Belardi,Tigers,3,-0.1,1000787
1976,Dennis Lewallyn,Dodgers,5,-0.1,1007572
1997,Wilson Delgado,Giants,8,-0.1,1150
1998,Steve Kline,Expos,5,-0.1,1164
1917,Armando Marsans,- - -,386,-0.1,1008131
1955,Hal Bevan,Athletics,3,-0.1,1000936
2016,Matt Cain,Giants,28,-0.1,4732
1948,Marv Rickert,- - -,20,-0.1,1010938
1956,Chuck Templeton,Dodgers,4,-0.1,1012908
1915,Charlie Blackburn,Packers,4,-0.1,1001008
1882,Ed Merrill,Ruby Legs,8,-0.1,1008786
2008,Ricky Nolasco,Marlins,75,-0.1,3830
2011,Josh Beckett,Red Sox,5,-0.1,510
2011,Jon Lester,Red Sox,5,-0.1,4930
2000,Jaime Navarro,Brewers,5,-0.1,1009465
1989,Jose Alvarez,Braves,5,-0.1,1000195
1956,Sandy Koufax,Dodgers,19,-0.1,1007124
1896,George Flynn,Colts,122,-0.1,1004184
2001,Dan Reichert,Royals,5,-0.1,624
1990,Mike Marshall,- - -,293,-0.1,1008145
1955,Ron Mrozinski,Phillies,4,-0.1,1009275
1918,Ted Menze,Cardinals,3,-0.1,1008769
2011,Tim Stauffer,Padres,63,-0.1,6432
1962,Orlando Pena,Athletics,34,-0.1,1010150
1926,Jimmy Hudgens,Reds,21,-0.1,1006130
2002,Mike Lincoln,Pirates,5,-0.1,1457
1873,Eddie Booth,- - -,144,-0.1,1001192
2000,Mark Redman,Twins,5,-0.1,491
1917,Socks Seibold,Athletics,69,-0.1,1011728
2003,Ben Howard,Padres,11,-0.1,1452
2018,Travis d'Arnaud,Mets,16,-0.1,7739
1996,Aaron Holbert,Cardinals,3,-0.1,1960
1991,Marty Barrett,Padres,17,-0.1,1000599
1997,Walt McKeel,Red Sox,3,-0.1,1545
1998,Bill Swift,Mariners,5,-0.1,1012788
1999,Chuck Finley,Angels,5,-0.1,384
1969,Paul Edmondson,White Sox,30,-0.1,1003680
2004,Sergio Mitre,Cubs,19,-0.1,1773
1935,Gene Moore,Cardinals,3,-0.1,1009110
1951,Gordon Goldsberry,White Sox,13,-0.1,1004809
2006,Jon Knott,Padres,3,-0.1,3942
1993,Mario Diaz,Rangers,226,-0.1,1003267
1885,Bill Collver,Beaneaters,4,-0.1,1002470
1931,Pete Donohue,- - -,4,-0.1,1003390
1953,Willard Schmidt,Cardinals,4,-0.1,1011589
1946,Bud Metheny,Yankees,3,-0.1,1008807
1979,Frank Duffy,Red Sox,3,-0.1,1003532
1955,Walt Moryn,Dodgers,24,-0.1,1009236
1933,Ed Morgan,Indians,129,-0.1,1009176
1910,Swat McCabe,Reds,37,-0.1,1008351
1959,John Easton,Phillies,3,-0.1,1003647
1945,Lefty Scott,Phillies,4,-0.1,1011688
2015,Michael A. Taylor,Nationals,511,-0.1,11489
1998,Mike Williams,Pirates,5,-0.1,1014
2003,Wayne Franklin,Brewers,71,-0.1,557
2018,John Ryan Murphy,Diamondbacks,223,-0.1,10346
1918,Pickles Dillhoefer,Phillies,12,-0.1,1003301
1979,Burt Hooton,Dodgers,84,-0.1,1006005
2014,Nick Greenwood,Cardinals,6,-0.1,8182
2001,Josh Phelps,Blue Jays,14,-0.1,1318
1933,Jim Peterson,Athletics,30,-0.1,1010231
1959,Jim Mahoney,Red Sox,26,-0.1,1007994
1965,Mel Queen,Reds,3,-0.1,1010592
1945,Stan Wentzel,Braves,19,-0.1,1013780
1988,Juan Agosto,Astros,6,-0.1,1000084
2013,Chris Parmelee,Twins,333,-0.1,2554
2000,Bartolo Colon,Indians,5,-0.1,375
1976,Orlando Ramirez,Angels,83,-0.1,1010672
1965,Julio Navarro,Tigers,5,-0.1,1009466
1979,Joaquin Andujar,Astros,65,-0.1,1000266
1873,Red Woodhead,Marylands,5,-0.1,1014219
2014,Phil Hughes,Twins,6,-0.1,7450
1987,Fernando Valenzuela,Dodgers,100,-0.1,1013327
1941,Sid Hudson,Senators,94,-0.1,1006141
1911,Al Clancy,Browns,6,-0.1,1002252
2016,Brandon Finnegan,Reds,61,-0.1,16208
1963,Johnny Schaive,Senators,3,-0.1,1011513
2008,Jason Tyner,Indians,3,-0.1,1232
1928,Ray Benge,Phillies,69,-0.1,1000831
1974,Mike Thompson,- - -,9,-0.1,1013020
1940,Woody Rich,Red Sox,4,-0.1,1010933
1941,Sherry Robertson,Senators,3,-0.1,1011047
2005,Chris Young,Rangers,5,-0.1,3196
1877,Harry Wright,Red Caps,4,-0.1,1014281
1970,Bill Burbach,Yankees,5,-0.1,1001654
1941,Dutch Dietz,Pirates,27,-0.1,1003291
1912,Grover Lowdermilk,Cubs,4,-0.1,1007784
1925,Leo Tankersley,White Sox,3,-0.1,1012819
2016,JaCoby Jones,Tigers,28,-0.1,14818
2003,Eric Knott,Expos,5,-0.1,62
1941,Hal Manders,Tigers,4,-0.1,1008053
1956,Pat Scantlebury,Redlegs,4,-0.1,1011495
1883,Art Benedict,Quakers,15,-0.1,1000828
1999,Brad Radke,Twins,5,-0.1,748
1987,Lou Thornton,Blue Jays,3,-0.1,1013039
1944,Red Borom,Tigers,17,-0.1,1001206
1946,Dick Mulligan,- - -,20,-0.1,1009299
1932,Archie Wise,White Sox,4,-0.1,1014150
1971,Burt Hooton,Cubs,8,-0.1,1006005
1927,Mike Cvengros,Pirates,21,-0.1,1002916
1907,Togie Pittinger,Phillies,38,-0.1,1010376
2012,Barry Zito,Giants,69,-0.1,944
1999,Andy Ashby,Padres,72,-0.1,637
1958,Frank Barnes,Cardinals,6,-0.1,1000564
1986,Tom Lawless,Cardinals,45,-0.1,1007394
1929,Bill Breckinridge,Athletics,4,-0.1,1001376
1991,Chris Cron,Angels,17,-0.1,1002790
1912,Cliff Curtis,- - -,45,-0.1,1002899
1900,Bert Cunningham,Orphans,29,-0.1,1002876
1989,Terry McGriff,Reds,13,-0.1,1008549
1936,Firpo Marberry,- - -,4,-0.1,1008100
1994,Steve Sax,Athletics,24,-0.1,1011481
1938,Heinie Mueller,Phillies,517,-0.1,1009281
1920,Mike Cantwell,Phillies,8,-0.1,1001922
1959,Jim O'Toole,Redlegs,44,-0.1,1009897
1990,Les Lancaster,Cubs,24,-0.1,1007287
2004,Kenny Rogers,Rangers,5,-0.1,1277
1939,Fred Frankhouse,Bees,8,-0.1,1004297
1970,Marcel Lachemann,Athletics,9,-0.1,1007234
1966,Mike Hegan,Yankees,48,-0.1,1005583
1969,Rich Barry,Phillies,38,-0.1,1000618
2004,Todd Linden,Giants,40,-0.1,1803
1992,Jim Tatum,Brewers,9,-0.1,1012842
1963,Bob Schmidt,Senators,18,-0.1,1011576
1983,Warren Brusstar,Cubs,5,-0.1,1001599
1967,Phil Niekro,Braves,66,-0.1,1009583
1951,Hank Wyse,- - -,8,-0.1,1014315
2005,Tyrell Godwin,Nationals,3,-0.1,3725
1949,Jim Konstanty,Phillies,18,-0.1,1007098
1874,,Canaries,5,-0.1,1014205
2008,Delwyn Young,Dodgers,143,-0.1,4563
1971,Jose Ortiz,Cubs,96,-0.1,1009860
1998,Bret Saberhagen,Red Sox,5,-0.1,1011355
1980,Bob Davis,Blue Jays,240,-0.1,1003036
1969,Joe Hoerner,Cardinals,5,-0.1,1005895
1973,Gary Ross,Padres,5,-0.1,1011230
1941,Jumbo Brown,Giants,9,-0.1,1001533
1941,Dave Koslo,Giants,9,-0.1,1007118
1982,Tom Filer,Cubs,13,-0.1,1004040
1884,Bones Ely,Bisons,4,-0.1,1003761
1913,Grover Land,Naps,56,-0.1,1007293
1967,Pat Dobson,Tigers,5,-0.1,1003345
1944,Woody Rich,Braves,9,-0.1,1010933
1995,Nigel Wilson,Reds,7,-0.1,1014099
1884,Joe Battin,- - -,290,-0.1,1000672
1990,Kevin Baez,Mets,12,-0.1,1000410
2008,Kevin Hart,Cubs,5,-0.1,8079
1923,Firpo Marberry,Senators,16,-0.1,1008100
1913,Lew McCarty,Superbas,28,-0.1,1008376
1946,Johnny Lanning,Pirates,25,-0.1,1007328
2013,Yusmeiro Petit,Giants,17,-0.1,4020
1998,Charles Nagy,Indians,5,-0.1,397
2006,Matt Cain,Giants,66,-0.1,4732
1937,Pat McLaughlin,Tigers,11,-0.1,1008617
1957,Bob Martyn,Athletics,144,-0.1,1008204
1919,Jim Shaw,Senators,115,-0.1,1011824
1872,,Eckfords,23,-0.1,1006719
2005,Miguel Perez,Reds,3,-0.1,3262
1999,Mitch Meluskey,Astros,38,-0.1,478
1911,Red Kleinow,- - -,25,-0.1,1006995
1888,Woody Wagenhorst,Quakers,8,-0.1,1013476
1884,Moxie Hengle,- - -,110,-0.1,1005647
1938,Joe Cascarella,Reds,18,-0.1,1002031
1988,Brian Holton,Dodgers,11,-0.1,1005986
1929,Jack Cummings,- - -,9,-0.1,1002873
2007,Mike Gosling,Reds,5,-0.1,2204
1884,Chris Rickley,Keystones,27,-0.1,1010939
1999,Jason Isringhausen,Mets,13,-0.1,1158
1963,Al Worthington,Reds,14,-0.1,1014260
1980,Jeff Reardon,Mets,9,-0.1,1010741
1914,Press Cruthers,Athletics,16,-0.1,1002837
1934,Jack Wilson,Athletics,4,-0.1,1014087
1994,Mike Morgan,Cubs,26,-0.1,67
1965,Jerry Fosnow,Twins,5,-0.1,1004241
1939,Buck Ross,Athletics,66,-0.1,1011224
2013,Kensuke Tanaka,Giants,34,-0.1,14448
2009,Darnell McDonald,Reds,111,-0.1,1867
1885,Jim Brennan,Maroons,11,-0.1,1001390
1963,Don Elston,Cubs,5,-0.1,1003759
2004,Willy Taveras,Astros,2,-0.1,1876
2016,Brandon McCarthy,Dodgers,15,-0.1,4662
1999,Ugueth Urbina,Expos,5,-0.1,216
1991,Wayne Housie,Red Sox,10,-0.1,1006065
1969,John Ellis,Yankees,65,-0.1,1003750
1966,Larry Stahl,Athletics,333,-0.1,1012383
2009,Sean Marshall,Cubs,15,-0.1,5905
1974,Doug Rau,Dodgers,78,-0.1,1010717
1958,Al Cicotte,- - -,27,-0.1,1002235
2008,J.R. House,Astros,3,-0.1,992
1955,Barney Schultz,Cardinals,4,-0.1,1011625
1985,Jeff Reed,Twins,10,-0.1,1010770
1965,Lindy McDaniel,Cubs,9,-0.1,1008441
1960,Dick McAuliffe,Tigers,29,-0.1,1008331
1915,Jim Hickman,Terrapins,87,-0.1,1005776
1953,Barney McCosky,Indians,22,-0.1,1008422
1951,Connie Marrero,Senators,71,-0.1,1008126
2016,Matt Tuiasosopo,Braves,3,-0.1,8272
1973,Tom Walker,Expos,9,-0.1,1013536
1963,Manny Jimenez,Athletics,181,-0.1,1006413
2001,Charles Gipson,Mariners,72,-0.1,1078
1914,Jim Kelly,Pirates,48,-0.1,1006801
1953,Duane Pillette,Browns,60,-0.1,1010350
1964,Frank Baumann,White Sox,5,-0.1,1000683
1964,Leon Wagner,Indians,710,-0.1,1013487
2000,Rick Helling,Rangers,5,-0.1,58
1971,Milt Pappas,Cubs,99,-0.1,1009989
1877,Ned Cuthbert,Reds,57,-0.1,1002912
2011,Lou Montanez,Cubs,57,-0.1,2923
1912,Gene Moore,Reds,4,-0.1,1009109
1902,Jim Delahanty,Giants,28,-0.1,1003157
1993,Keith Gordon,Reds,6,-0.1,1004875
1924,Stan Baumgartner,Athletics,68,-0.1,1000690
2015,Andrew Heaney,Angels,6,-0.1,15423
2016,Raisel Iglesias,Reds,11,-0.1,17130
2001,Anthony Sanders,Mariners,19,-0.1,1011412
1999,Jay Witasick,Royals,5,-0.1,1138
1999,Jose Rosado,Royals,5,-0.1,1011192
2008,Angel Salome,Brewers,3,-0.1,7536
1977,Mike Squires,White Sox,3,-0.1,1012371
1967,Joe Verbanic,Yankees,21,-0.1,1013407
1932,Pat Malone,Cubs,89,-0.1,1008044
1904,Deacon McGuire,Highlanders,357,-0.1,1008553
1914,Bill Swanson,Red Sox,23,-0.1,1012759
1901,George McBride,Brewers,13,-0.1,1008342
1964,Jim Duffalo,Giants,15,-0.1,1003525
1980,Bruce Sutter,Cubs,10,-0.1,1012743
1932,Ray Blades,Cardinals,238,-0.1,1001023
2017,Ryan Raburn,Nationals,69,-0.1,2218
1912,Hack Eibel,Naps,3,-0.1,1003710
1963,Barney Schultz,- - -,5,-0.1,1011625
1919,Hal Reilly,Cubs,3,-0.1,1010802
1970,Bill Gogolewski,Senators,10,-0.1,1004802
1993,Andy Tomberlin,Pirates,45,-0.1,1013108
1919,Rudy Kallio,Tigers,4,-0.1,1006680
1969,Steve Hamilton,Yankees,5,-0.1,1005277
1958,Billy O'Dell,Orioles,82,-0.1,1009724
1973,Tom Dettore,Pirates,5,-0.1,1003237
2006,Ken Huckaby,Red Sox,5,-0.1,1306
1937,Sheriff Blake,- - -,22,-0.1,1001038
1913,Frank Allen,Superbas,56,-0.1,1000140
1930,Footsie Blair,Cubs,610,-0.1,1001030
2000,Kevin Barker,Brewers,122,-0.1,1019
1891,Howard Earl,Brewers,135,-0.1,1003630
1921,Wally Kimmick,Reds,7,-0.1,1006919
1939,Monte Weaver,Red Sox,4,-0.1,1013702
2015,Robbie Erlin,Padres,6,-0.1,10354
1990,Brian Barnes,Expos,10,-0.1,1000560
1888,Matt Kilroy,Orioles,157,-0.1,1006910
1917,Rube Benton,Giants,79,-0.1,1000857
1886,Al Atkinson,Athletics,174,-0.1,1000349
1910,Bruno Block,White Sox,170,-0.1,1001077
2012,Steven Lerud,Phillies,10,-0.1,113
1981,Jerry Turner,- - -,49,-0.1,1013228
1971,Monty Montgomery,Royals,9,-0.1,1009072
1995,Henry Rodriguez,- - -,150,-0.1,1427
2002,Ricky Stone,Astros,5,-0.1,576
2011,Jesus Flores,Nationals,91,-0.1,4166
2010,Niuman Romero,Red Sox,4,-0.1,5063
1987,Trench Davis,Braves,3,-0.1,1003086
1931,Hank McDonald,Athletics,25,-0.1,1008458
1999,Danny Graves,Reds,5,-0.1,326
1996,Terry Jones,Rockies,11,-0.1,1006596
1962,Eddie Fisher,White Sox,56,-0.1,1004085
1923,Tom Zachary,Senators,85,-0.1,1014405
1919,Erskine Mayer,- - -,40,-0.1,1008297
1981,Bobby Mitchell,Dodgers,9,-0.1,1008996
1964,Ron Taylor,Cardinals,15,-0.1,1012885
1988,Billy Beane,Tigers,6,-0.1,1000714
1956,Roy Face,Pirates,27,-0.1,1003891
1932,Ed Wells,Yankees,8,-0.1,1013766
1991,Chico Walker,Cubs,411,-0.1,1013509
1910,Frank Corridon,Cardinals,53,-0.1,1002640
1960,Gary Bell,Indians,58,-0.1,1000806
1998,Luis Lopez,Mets,295,-0.1,695
1998,Jed Hansen,Royals,3,-0.1,1005327
2001,Robert Machado,Cubs,146,-0.1,289
2017,Jeff Locke,Marlins,11,-0.1,2929
1937,Sam Harshany,Browns,14,-0.1,1005436
1964,Hal Reniff,Yankees,10,-0.1,1010833
1924,Bob Fothergill,Tigers,179,-0.1,1004261
1994,Will Pennyfeather,Pirates,3,-0.1,1010163
1989,Jamie Quirk,- - -,99,-0.1,1010621
1968,Buddy Booker,White Sox,6,-0.1,1001178
1928,Charlie Sullivan,Tigers,4,-0.1,1012686
2015,Jon Gray,Rockies,13,-0.1,14916
1938,Harry Boyles,White Sox,8,-0.1,1001287
2017,Jarred Cosart,Padres,6,-0.1,10304
1916,Jing Johnson,Athletics,31,-0.1,1006467
1962,Doug Clemens,Cardinals,111,-0.1,1002335
1917,Tom Rogers,Browns,32,-0.1,1011139
1961,Dick Hall,Orioles,43,-0.1,1005241
1970,Steve Arlin,Padres,5,-0.1,1000303
1970,Ron Willis,Padres,5,-0.1,1014036
2002,Tony Torcato,Giants,11,-0.1,1134
1885,,Red Stockings,5,-0.1,1014471
1987,Lary Sorensen,Expos,11,-0.1,1012279
1950,Bill Nicholson,Phillies,66,-0.1,1009554
1941,George Dickey,White Sox,60,-0.1,1003274
1916,Bob Steele,Cardinals,51,-0.1,1012450
1969,Bob Humphreys,Senators,14,-0.1,1006184
1997,Jerry Dipoto,Rockies,9,-0.1,1003321
1997,Danny Clyburn,Orioles,3,-0.1,1002366
1981,Charlie Beamon,Blue Jays,17,-0.1,1000710
