Season,Name,PA,WAR
2007,Lyle Overbay,476,-0.1
2007,Aaron Miles,449,-0.1
2013,Garrett Jones,440,-0.1
1986,Toby Harrah,341,-0.1
1898,Kid Gleason,619,-0.1
1934,Ray Pepper,598,-0.1
1985,Steve Lyons,409,-0.1
1998,Scott Servais,360,-0.1
1987,Wayne Tolleson,399,-0.1
1934,Dick Porter,337,-0.1
2010,Josh Wilson,388,-0.1
1882,Sam Wise,303,-0.1
1942,Rip Russell,325,-0.1
1917,George Burns,442,-0.1
1929,Freddy Leach,442,-0.1
2015,Aaron Hill,353,-0.1
1991,Alfredo Griffin,385,-0.1
1885,Charley Bassett,304,-0.1
2011,Yuniesky Betancourt,584,-0.1
1968,Tommie Agee,391,-0.1
1972,Ken Boswell,400,-0.1
2017,Nomar Mazara,616,-0.1
1890,Guy Hecker,368,-0.1
2018,Eric Hosmer,677,-0.1
2000,Cristian Guzman,690,-0.1
1927,Dave Bancroft,427,-0.1
1890,Ed Beecher,572,-0.1
2015,Jayson Werth,378,-0.1
1904,Otto Krueger,310,-0.1
1905,George McBride,403,-0.1
1986,Jerry Mumphrey,339,-0.1
1980,Tim Flannery,315,-0.1
1970,Dick Green,432,-0.1
1930,Leo Durocher,385,-0.1
1945,Joe Mack,303,-0.1
1960,Bobby Richardson,507,-0.1
1955,Jim Busby,578,-0.1
2010,Michael Cuddyer,675,-0.1
1917,Tod Sloan,351,-0.1
1987,Tom Brookens,490,-0.1
2014,David Murphy,462,-0.1
1889,Hick Carpenter,508,-0.1
1957,Del Ennis,537,-0.1
1921,Cliff Lee,304,-0.1
2003,Alex Cora,514,-0.1
1984,Ed Romero,397,-0.1
2007,Dioner Navarro,434,-0.1
1906,John Hummel,326,-0.1
1983,Jamie Allen,313,-0.1
2004,Alex Sanchez,352,-0.1
1919,Amos Strunk,430,-0.1
1968,Russ Snyder,333,-0.1
1971,Brock Davis,344,-0.1
1976,Boog Powell,343,-0.1
1998,Mike Kelly,303,-0.1
1978,George Scott,466,-0.1
1965,Bob Tillman,413,-0.1
2009,Vernon Wells,684,-0.1
2003,Gary Bennett,338,-0.1
1978,Rick Manning,616,-0.1
1954,Lou Limmer,356,-0.1
1981,Johnnie LeMaster,354,-0.1
1988,Steve Lombardozzi,335,-0.1
1942,Myril Hoag,457,-0.1
1973,John Boccabella,440,-0.1
1908,Jimmy Collins,470,-0.1
1984,Marvell Wynne,702,-0.1
1904,Charles Moran,578,-0.1
1942,Bill Knickerbocker,328,-0.1
2017,Melky Cabrera,666,-0.1
1969,Wayne Garrett,454,-0.1
1899,Patsy Donovan,561,-0.1
1964,Albie Pearson,305,-0.1
2012,Adam Lind,353,-0.1
1943,Dick Siebert,594,-0.1
1943,Mike Tresh,321,-0.1
2013,Lyle Overbay,485,-0.1
1972,Mike Ferraro,406,-0.1
2001,Kevin Young,507,-0.1
1970,Bobby Wine,554,-0.1
2001,Ron Coomer,386,-0.1
2009,Willie Bloomquist,468,-0.1
1952,Billy Cox,490,-0.1
1970,Ron Stone,366,-0.1
1948,Granny Hamner,475,-0.1
1962,Ty Cline,411,-0.1
1952,Grady Hatton,506,-0.1
1915,Oscar Stanage,327,-0.1
1975,Deron Johnson,620,-0.1
1944,Al Lopez,371,-0.1
1887,Kid Baldwin,398,-0.1
1995,Luis Polonia,326,-0.1
2002,Gabe Kapler,342,-0.1
1952,Jack Merson,424,-0.1
1997,Quilvio Veras,631,-0.1
1890,Henry Easterday,326,-0.1
2007,Nelson Cruz,333,-0.1
1904,Ed Gremminger,337,-0.1
1907,Emil Batch,434,-0.1
2001,Shea Hillenbrand,493,-0.1
1923,Zack Taylor,353,-0.1
1998,Paul Sorrento,495,-0.1
1892,Charlie Reilly,351,-0.1
2014,Jedd Gyorko,443,-0.1
1965,Roy McMillan,574,-0.1
1922,Charlie Grimm,649,-0.1
1915,Lena Blackburne,342,-0.1
1939,Frank Croucher,351,-0.1
2004,Scott Spiezio,415,-0.1
1911,Bert Tooley,491,-0.1
2000,Ron Coomer,589,-0.1
2010,Jonny Gomes,571,-0.1
1968,Tommy Davis,482,-0.1
2014,Wil Myers,361,-0.1
1974,Aurelio Rodriguez,609,-0.1
2011,Miguel Tejada,343,-0.1
2016,Trevor Plouffe,344,-0.1
2002,Jose Macias,373,-0.1
1974,Carlos May,604,-0.1
1968,Jim Davenport,307,-0.1
1885,Jim Clinton,430,-0.1
2015,Angel Pagan,551,-0.1
1973,Cleon Jones,379,-0.1
1986,Damaso Garcia,446,-0.1
1978,Fernando Gonzalez,372,-0.1
1932,Rabbit Maranville,635,-0.1
1977,Paul Dade,508,-0.1
1990,Oddibe McDowell,329,-0.1
1894,Frank Shugart,574,-0.1
2000,Harold Baines,320,-0.1
1945,Bob Swift,310,-0.1
1942,Maurice Van Robays,362,-0.1
1939,Babe Dahlgren,603,-0.1
1991,Darren Daulton,335,-0.1
1943,Connie Ryan,531,-0.1
1921,Hy Myers,595,-0.1
1928,Zack Taylor,442,-0.1
1965,Ed Kranepool,575,-0.1
1978,Taylor Duncan,348,-0.1
1950,Don Mueller,539,-0.1
1936,Tom Padden,311,-0.1
1884,John Cassidy,454,-0.1
1977,Bud Harrelson,305,-0.1
1906,Kid Gleason,562,-0.1
1976,Marty Perez,484,-0.2
1924,Billy Southworth,325,-0.2
1994,Felix Fermin,411,-0.2
1997,Ed Sprague,562,-0.2
2004,Ken Griffey Jr.,348,-0.2
1972,Luis Melendez,360,-0.2
1922,Eddie Mulligan,423,-0.2
1979,Scot Thompson,368,-0.2
1890,Ed Andrews,436,-0.2
1913,Ossie Vitt,415,-0.2
1999,Ricky Gutierrez,311,-0.2
2013,Josh Rutledge,314,-0.2
2007,Brad Ausmus,397,-0.2
1974,Don Kessinger,673,-0.2
1917,Joe Evans,460,-0.2
1954,Harry Agganis,493,-0.2
1995,Pedro Munoz,400,-0.2
1939,Jackie Hayes,305,-0.2
2005,Jeff Conine,384,-0.2
1917,Oscar Stanage,329,-0.2
1963,Bobo Osborne,416,-0.2
1905,Harry Arndt,451,-0.2
1983,Ron Jackson,379,-0.2
1955,Jerry Lynch,308,-0.2
1930,Russ Scarritt,475,-0.2
1908,Larry McLean,334,-0.2
1896,Joe Sullivan,457,-0.2
1973,Doug Griffin,439,-0.2
2004,Eric Munson,357,-0.2
1920,Roxy Walters,308,-0.2
1914,Nap Lajoie,468,-0.2
1944,Max Macon,380,-0.2
1883,Bill McClellan,345,-0.2
2003,Ty Wigginton,633,-0.2
2018,Albert Pujols,498,-0.2
1973,Mike Epstein,457,-0.2
1972,Johnny Jeter,347,-0.2
2016,Eduardo Escobar,377,-0.2
1910,Earle Gardner,303,-0.2
1882,Chief Roseman,334,-0.2
2010,Garrett Jones,654,-0.2
2005,Carl Everett,547,-0.2
1971,Enzo Hernandez,618,-0.2
1939,Carl Reynolds,313,-0.2
1978,Bill Almon,442,-0.2
1935,Marv Owen,544,-0.2
2006,Kevin Mench,482,-0.2
1994,Alan Trammell,311,-0.2
1944,Ray Hamrick,321,-0.2
1994,Dick Schofield,373,-0.2
1983,Tony Armas,613,-0.2
1980,Jim Anderson,355,-0.2
1986,Cecil Cooper,589,-0.2
1952,Wally Westlake,380,-0.2
1897,Jack Boyle,315,-0.2
1911,George Moriarty,536,-0.2
1931,John Kerr,491,-0.2
1910,Shano Collins,354,-0.2
1927,Bob Barrett,382,-0.2
1923,Everett Scott,568,-0.2
1995,Joey Cora,487,-0.2
1883,Buttercup Dickerson,372,-0.2
1966,Ed Kirkpatrick,377,-0.2
1905,Danny Shay,324,-0.2
2015,Ryan Howard,503,-0.2
1882,Jackie Hayes,332,-0.2
1923,Dutch Schliebner,586,-0.2
1935,Pep Young,523,-0.2
1943,Joe Hoover,640,-0.2
1943,Billy Jurges,544,-0.2
1978,Barry Bonnell,326,-0.2
2014,Eric Hosmer,547,-0.2
1941,Soup Campbell,363,-0.2
1916,Charlie Pick,452,-0.2
1974,Mario Guerrero,304,-0.2
1909,Jiggs Donahue,325,-0.2
1907,Shad Barry,340,-0.2
1993,Orestes Destrade,637,-0.2
2017,Andrew Romine,348,-0.2
1953,Daryl Spencer,455,-0.2
2013,Logan Schafer,337,-0.2
2001,Luis Alicea,418,-0.2
2009,Gerardo Parra,491,-0.2
1966,Roger Maris,391,-0.2
1933,Lloyd Waner,526,-0.2
2000,Jay Canizaro,371,-0.2
1998,Tony Graffanino,317,-0.2
2007,Jarrod Saltalamacchia,329,-0.2
2007,Felipe Lopez,671,-0.2
2011,Wilson Valdez,300,-0.2
1930,Clyde Sukeforth,322,-0.2
1986,Juan Bonilla,316,-0.2
1993,Pat Borders,520,-0.2
2009,Carlos Guillen,322,-0.2
1997,Tom Goodwin,635,-0.2
1905,Tom Needham,301,-0.2
1904,Sammy Strang,324,-0.2
1914,Joe Kelly,570,-0.2
1948,Del Rice,338,-0.2
1947,Skeeter Newsome,336,-0.2
2005,Rafael Palmeiro,422,-0.2
1993,Bip Roberts,336,-0.2
1938,Dario Lodigiani,372,-0.2
1976,Rod Gilbreath,452,-0.2
1945,Roy Schalk,570,-0.2
2000,Jeremy Giambi,302,-0.2
2004,Bernie Williams,651,-0.2
2000,Pat Meares,514,-0.2
2012,Josh Thole,354,-0.2
2008,Kevin Millar,610,-0.2
1956,Willy Miranda,513,-0.2
1967,Cap Peterson,442,-0.2
1985,Andre Thornton,514,-0.2
1991,Mariano Duncan,356,-0.2
1974,Dave Nelson,526,-0.2
1926,Eddie Moore,361,-0.2
1900,Jack Doyle,544,-0.2
1998,Lenny Harris,317,-0.2
1940,Chuck Klein,400,-0.2
1995,Scott Leius,427,-0.2
2006,Jonny Gomes,461,-0.2
1950,Hank Arft,332,-0.2
1914,Bill Killefer,320,-0.2
1964,Ed Brinkman,482,-0.2
1925,Bernie Friberg,519,-0.2
1901,Joe Dolan,414,-0.2
2015,Alex Rios,411,-0.2
1990,Donnie Hill,392,-0.2
1905,Phil Lewis,464,-0.2
1959,Kent Hadley,318,-0.2
1964,Harvey Kuenn,390,-0.2
1885,Charlie Buffinton,341,-0.2
2018,Logan Forsythe,416,-0.2
2009,Brendan Harris,453,-0.2
1995,Jason Bates,368,-0.2
1931,Otto Miller,413,-0.2
1964,Nate Oliver,357,-0.2
1983,Mickey Rivers,329,-0.2
1993,George Brett,612,-0.2
1949,Catfish Metkovich,381,-0.2
1973,Aurelio Rodriguez,599,-0.2
1952,Billy Hitchcock,460,-0.2
1889,Joe Sommer,429,-0.2
1944,Buck Etchison,348,-0.2
1940,Dick Bartell,620,-0.2
1992,Todd Hundley,390,-0.2
1978,Ted Sizemore,386,-0.2
1973,Jim Fregosi,317,-0.2
1933,Rabbit Warstler,370,-0.2
2017,Ryan Goins,459,-0.2
1991,Jim Eisenreich,405,-0.2
1996,Thomas Howard,386,-0.2
2006,Matt Stairs,394,-0.2
1966,Chico Salmon,452,-0.2
1909,Jack McAleese,312,-0.2
1999,Chad Kreuter,368,-0.2
1993,J.T. Snow,489,-0.2
1963,Jerry Adair,401,-0.2
1996,Kurt Abbott,349,-0.2
1935,George Watkins,655,-0.2
1957,Art Schult,300,-0.2
1908,Spike Shannon,452,-0.2
1884,Tom Mansell,370,-0.2
1909,Red Dooin,510,-0.2
1961,Vic Power,622,-0.2
1915,George Stovall,528,-0.2
1891,John Reilly,565,-0.2
1977,Jim Spencer,515,-0.2
1974,Mickey Stanley,427,-0.2
1991,Franklin Stubbs,404,-0.2
2015,Kurt Suzuki,479,-0.2
2009,Joe Thurston,307,-0.2
2005,Larry Bigbie,304,-0.2
1915,Joe Agler,349,-0.2
2012,Jemile Weeks,511,-0.2
1902,Harry Arndt,332,-0.2
2011,Ty Wigginton,446,-0.2
1994,Pat Borders,311,-0.2
2007,Delmon Young,681,-0.2
1886,George Myers,313,-0.2
1959,Bill Mazeroski,537,-0.2
1949,Stan Rojek,625,-0.2
1965,Jerry Kindall,395,-0.2
1980,Rick Sofield,459,-0.2
2010,Ty Wigginton,649,-0.2
1914,Dick Egan,376,-0.2
1912,Larry McLean,358,-0.2
1954,Jerry Coleman,332,-0.2
2013,Jurickson Profar,324,-0.2
2005,Todd Hollandsworth,330,-0.2
1885,Tom McLaughlin,429,-0.2
1902,Red Dooin,355,-0.2
1999,Roberto Kelly,319,-0.2
2000,Darren Lewis,303,-0.2
1922,Harvey McClellan,338,-0.2
2006,Brad Wilkerson,365,-0.2
1884,Mike Mansell,307,-0.2
1952,Carl Furillo,462,-0.2
1967,Rich Rollins,374,-0.2
1977,Steve Staggs,331,-0.2
1932,Bennie Tate,307,-0.2
2003,Endy Chavez,526,-0.2
1904,Candy LaChance,626,-0.2
1933,Ray Hayworth,464,-0.2
1960,Julian Javier,488,-0.2
1974,Don Hahn,366,-0.2
2002,Jose Offerman,326,-0.2
1981,Jorge Orta,370,-0.2
2008,Willy Taveras,538,-0.2
1915,Fritz Mollwitz,559,-0.2
1995,Tripp Cromer,369,-0.2
2004,Mike Matheny,419,-0.2
1942,Rick Ferrell,312,-0.2
1918,Donie Bush,593,-0.2
1950,Lloyd Merriman,335,-0.2
1921,Ray Schmandt,377,-0.2
1979,Lee May,491,-0.2
1890,Herman Pitz,346,-0.2
1943,Max Marshall,555,-0.2
1962,Bobby Wine,331,-0.2
1886,Steve Brady,504,-0.2
1962,Marv Throneberry,409,-0.2
1919,Wally Gerber,544,-0.2
1984,Bruce Bochte,533,-0.2
2004,Jay Gibbons,380,-0.2
2013,Melky Cabrera,372,-0.2
1957,Elston Howard,380,-0.2
2018,Trey Mancini,636,-0.2
1918,Ed Konetchy,487,-0.2
2013,Rickie Weeks Jr.,399,-0.2
1953,Johnny O'Brien,312,-0.2
1924,Howard Freigau,406,-0.2
1975,Frank Taveras,427,-0.2
1994,Steve Buechele,387,-0.2
1990,Dwight Smith,322,-0.2
2006,Jeff Conine,539,-0.2
2003,Cesar Izturis,593,-0.2
2013,Ike Davis,377,-0.2
1967,Tony Taylor,520,-0.2
1984,Brad Komminsk,334,-0.2
1932,Jackie Hayes,511,-0.2
1969,Ken Henderson,429,-0.2
1880,Davy Force,300,-0.2
1926,Chick Fewster,396,-0.2
1991,Todd Benzinger,451,-0.2
1990,Don Mattingly,428,-0.2
2016,Dioner Navarro,334,-0.2
1998,Ed Sprague,510,-0.2
1928,Harry Riconda,315,-0.2
1993,Scott Livingstone,330,-0.2
2012,Jose Tabata,374,-0.2
1924,Wally Gerber,566,-0.2
2016,Aaron Hicks,361,-0.2
2008,Ryan Garko,563,-0.2
1944,Gene Moore,418,-0.2
1997,Scott Stahoviak,309,-0.2
1975,Harmon Killebrew,369,-0.2
1955,Eddie Miksis,524,-0.2
1935,Eric McNair,573,-0.2
1926,Bill Lamar,457,-0.2
1883,Mickey Welch,330,-0.2
2014,Ryan Howard,648,-0.2
1997,Brett Butler,401,-0.2
2003,Tomas Perez,327,-0.2
1887,Cliff Carroll,446,-0.2
2000,Butch Huskey,356,-0.2
1997,Mark Lewis,372,-0.2
2005,Alex Cintron,348,-0.2
1979,Larry Cox,324,-0.2
1885,Ecky Stearns,410,-0.2
1920,Joe Schultz,353,-0.2
1886,Jack Manning,609,-0.2
1959,Bobby Avila,306,-0.2
1963,Bob Tillman,343,-0.2
1931,Adam Comorosky,393,-0.2
1893,Jim Canavan,514,-0.2
1999,Bret Boone,671,-0.2
1978,Jerry Mumphrey,403,-0.2
1982,Jeffrey Leonard,304,-0.2
1979,Willie Montanez,596,-0.2
2016,Yonder Alonso,532,-0.2
2014,Gordon Beckham,483,-0.2
1910,Oscar Stanage,307,-0.2
1981,Al Woods,317,-0.2
1931,Al Spohrer,373,-0.2
1901,John Warner,305,-0.2
2007,Cesar Izturis,337,-0.2
2003,Bobby Higginson,539,-0.2
2009,Elijah Dukes,416,-0.2
1905,Rip Cannell,630,-0.2
1886,Joe Sommer,587,-0.2
2017,Erick Aybar,370,-0.2
1972,Rich Morales,310,-0.2
1976,Darrell Porter,449,-0.2
1985,Rick Cerone,316,-0.2
1949,Jack Graham,573,-0.2
1998,Steve Finley,674,-0.2
1908,George Browne,590,-0.2
1941,Bobby Sturgeon,453,-0.2
1937,Al Lopez,378,-0.2
1976,Joe Wallis,377,-0.2
1941,Mike Tresh,433,-0.2
1979,Jeff Burroughs,475,-0.2
2005,Garret Anderson,603,-0.2
1999,Tom Goodwin,455,-0.2
1951,Ted Kluszewski,644,-0.2
1965,Jim Davenport,302,-0.2
1925,Jimmy Johnston,490,-0.2
1964,Julian Javier,574,-0.2
2012,Gaby Sanchez,326,-0.2
1940,Stu Martin,407,-0.2
1897,Mike Grady,377,-0.2
1924,Hod Ford,576,-0.2
1901,Bones Ely,435,-0.2
2001,Mike Lansing,382,-0.3
1987,Herm Winningham,386,-0.3
2006,Yadier Molina,461,-0.3
1977,Bob Randall,342,-0.3
1992,Kevin Reimer,547,-0.3
1937,Tony Piet,374,-0.3
1982,George Foster,608,-0.3
2004,Scott Hairston,364,-0.3
1883,Blondie Purcell,438,-0.3
1992,Luis Rivera,322,-0.3
1949,Hal Jeffcoat,388,-0.3
1953,Johnny Wyrostek,452,-0.3
1999,Abraham Nunez,301,-0.3
1992,Jack Clark,320,-0.3
1968,Deron Johnson,383,-0.3
1999,Todd Walker,586,-0.3
2002,Mark Grace,348,-0.3
2007,Mike Piazza,329,-0.3
1972,Cleon Jones,415,-0.3
1997,Quinton McCracken,375,-0.3
2017,Dansby Swanson,551,-0.3
1989,Lenny Harris,358,-0.3
2018,Nicky Delmonico,318,-0.3
1982,Lee Mazzilli,368,-0.3
1900,Barry McCormick,436,-0.3
1906,Germany Schaefer,498,-0.3
1913,Bill Killefer,375,-0.3
1976,Lee Lacy,367,-0.3
1973,Gates Brown,433,-0.3
1973,Kurt Bevacqua,309,-0.3
2008,Gary Sheffield,482,-0.3
1915,Claude Berry,336,-0.3
1921,Ralph Young,486,-0.3
1988,Ken Oberkfell,529,-0.3
1883,Ed Kennedy,373,-0.3
1999,Aaron Ledesma,312,-0.3
1903,Dave Fultz,335,-0.3
1976,Ed Herrmann,352,-0.3
1954,Sam Mele,406,-0.3
2006,Alex Cintron,304,-0.3
1915,Fred Snodgrass,391,-0.3
1945,Coaker Triplett,403,-0.3
1890,Ed Mayer,514,-0.3
1988,Alfredo Griffin,354,-0.3
2014,James Jones,328,-0.3
1992,Franklin Stubbs,322,-0.3
1997,Rey Sanchez,370,-0.3
1960,Lee Walls,302,-0.3
1957,Milt Bolling,305,-0.3
1974,Felix Millan,585,-0.3
2016,James Loney,366,-0.3
1949,Eddie Miller,302,-0.3
1994,Kent Hrbek,317,-0.3
1948,Gil Coan,565,-0.3
1968,Jesus Alou,436,-0.3
1950,Willard Marshall,336,-0.3
2012,J.D. Martinez,439,-0.3
1992,Steve Sax,630,-0.3
1983,Ron Washington,344,-0.3
1927,Jimmy Cooney,431,-0.3
1942,Bob Kennedy,442,-0.3
1925,Bobby LaMotte,402,-0.3
1962,Haywood Sullivan,313,-0.3
1973,Glenn Beckert,410,-0.3
1929,Dave Bancroft,403,-0.3
1979,Greg Luzinski,525,-0.3
1891,Mike Lehane,548,-0.3
1985,Dan Driessen,552,-0.3
1997,Scott Brosius,526,-0.3
1958,Al Pilarcik,430,-0.3
1898,Boileryard Clarke,308,-0.3
1991,Terry Shumpert,418,-0.3
1986,Rafael Ramirez,530,-0.3
1887,Jack McGeachy,411,-0.3
1982,Rich Gedman,305,-0.3
1941,Sibby Sisti,588,-0.3
1889,Jim Manning,573,-0.3
1966,Mike Ryan,400,-0.3
1924,Heinie Sand,604,-0.3
2002,Brent Abernathy,504,-0.3
1944,Charlie Letchas,436,-0.3
1968,Cookie Rojas,650,-0.3
2018,Alcides Escobar,531,-0.3
1973,Hal McRae,382,-0.3
2001,Benny Agbayani,339,-0.3
1972,Mike Andrews,602,-0.3
1937,Chubby Dean,358,-0.3
2006,Royce Clayton,502,-0.3
1937,Jackie Hayes,631,-0.3
1923,Bob Smith,406,-0.3
1894,Bill Hallman,545,-0.3
1946,Pat Mullin,306,-0.3
1940,Jimmy Bloodworth,495,-0.3
1993,Daryl Boston,320,-0.3
1978,Joe Wallis,371,-0.3
1993,Todd Hundley,448,-0.3
1926,Clarence Huber,430,-0.3
1969,Ted Uhlaender,610,-0.3
1926,Merwin Jacobson,331,-0.3
1992,Jose Vizcaino,305,-0.3
1953,Hoot Evers,330,-0.3
1951,Virgil Stallcup,434,-0.3
2002,Keith Lockhart,331,-0.3
2002,Roger Cedeno,562,-0.3
1911,Fred Beck,327,-0.3
2016,Chris Coghlan,300,-0.3
1899,Patsy Tebeau,305,-0.3
2003,Terrence Long,522,-0.3
1922,Max Flack,359,-0.3
1978,Willie Horton,425,-0.3
1956,Walt Dropo,412,-0.3
2011,Jonathan Herrera,320,-0.3
1940,Frankie Crosetti,633,-0.3
1940,Skeeter Webb,369,-0.3
1989,Cory Snyder,518,-0.3
1928,Fresco Thompson,700,-0.3
1972,Roger Metzger,715,-0.3
1987,Mark McLemore,499,-0.3
1987,Ernest Riles,316,-0.3
1987,Steve Jeltz,337,-0.3
1938,Buster Mills,520,-0.3
1921,Wally Gerber,495,-0.3
2005,Michael Tucker,307,-0.3
1983,Garry Maddox,345,-0.3
2008,Matt Stairs,387,-0.3
1994,Shawon Dunston,356,-0.3
1883,Cub Stricker,349,-0.3
1888,Ed Andrews,552,-0.3
1942,Pete Suder,511,-0.3
1889,Joe Hornung,562,-0.3
1922,Pie Traynor,615,-0.3
1976,Billy Williams,413,-0.3
1932,Marv Olson,476,-0.3
1880,Hick Carpenter,302,-0.3
2013,Juan Pierre,330,-0.3
1920,Fred Thomas,302,-0.3
1965,Bobby Klaus,337,-0.3
1982,Claudell Washington,626,-0.3
1982,Ron Washington,470,-0.3
1991,Mark Lemke,308,-0.3
1919,Whitey Witt,518,-0.3
1890,Jack Rowe,559,-0.3
2008,Emil Brown,438,-0.3
1934,Jimmy Jordan,381,-0.3
1965,Tony Taylor,363,-0.3
1975,Cookie Rojas,445,-0.3
2008,Jose Castillo,455,-0.3
2011,Casey McGehee,600,-0.3
1948,Roy Smalley,387,-0.3
1907,Red Dooin,335,-0.3
1966,Hal Lanier,484,-0.3
1980,Alfredo Griffin,696,-0.3
1896,Jim Rogers,473,-0.3
1948,Whitey Platt,499,-0.3
1999,Travis Lee,436,-0.3
1891,Jerry Harrington,353,-0.3
1890,Artie Clarke,431,-0.3
1899,John O'Brien,467,-0.3
1937,Bill Atwood,313,-0.3
1880,Lee Richmond,318,-0.3
2003,Orlando Palmeiro,364,-0.3
1979,Al Woods,488,-0.3
1976,Dan Meyer,315,-0.3
1946,Skeeter Newsome,422,-0.3
1992,Damon Berryhill,328,-0.3
1974,Dave May,515,-0.3
2003,Tony Batista,675,-0.3
1920,Mike McNally,364,-0.3
2013,Darwin Barney,555,-0.3
2000,Alex Gonzalez,591,-0.3
2003,Mark Bellhorn,307,-0.3
1924,Cotton Tierney,539,-0.3
1911,Rip Williams,329,-0.3
1895,George Treadway,376,-0.3
2001,Denny Hocking,363,-0.3
1970,Ted Uhlaender,524,-0.3
1962,Jose Tartabull,341,-0.3
2004,Angel Berroa,554,-0.3
1971,Toby Harrah,428,-0.3
1890,Al McCauley,483,-0.3
1932,Art Shires,328,-0.3
1930,Wally Roettger,457,-0.3
1954,Roy McMillan,677,-0.3
1996,Ricky Otero,449,-0.3
1919,Jack Smith,451,-0.3
1936,Jim Bottomley,596,-0.3
1971,Roger Freed,401,-0.3
1922,Beauty McGowan,358,-0.3
1884,Ed Andrews,429,-0.3
1974,Joe Lovitto,313,-0.3
1905,Charlie Malay,387,-0.3
1980,Lou Piniella,355,-0.3
1965,Hector Lopez,317,-0.3
2010,Carlos Quentin,527,-0.3
1938,Leo Durocher,532,-0.3
1977,Frank Duffy,369,-0.3
1924,Buck Crouse,345,-0.3
1882,Jake Evans,341,-0.3
1998,Kirt Manwaring,335,-0.3
1921,Bibb Falk,648,-0.3
1918,Doc Johnston,315,-0.3
1996,Mike Bordick,587,-0.3
1963,Jose Pagan,519,-0.3
1971,Cito Gaston,547,-0.3
1972,Cito Gaston,403,-0.3
1929,Chuck Dressen,458,-0.3
2001,Olmedo Saenz,341,-0.3
1915,Mickey Doolan,544,-0.3
1948,Al Kozar,651,-0.3
1993,Dave Henderson,422,-0.3
1952,George Strickland,359,-0.3
1906,Art Hoelskoetter,330,-0.3
1903,Heinie Smith,375,-0.3
1998,Jeff Blauser,435,-0.3
1950,Kermit Wahl,318,-0.3
1980,Willie Montanez,548,-0.3
2007,Johnny Estrada,464,-0.3
1975,Bobby Darwin,393,-0.3
2002,Todd Zeile,580,-0.3
2002,Carlos Febles,404,-0.3
1882,Martin Powell,357,-0.3
2015,Avisail Garcia,601,-0.3
2017,Jose Peraza,518,-0.3
1895,Harry Spies,348,-0.3
2000,Alex Cora,394,-0.3
2005,Shannon Stewart,599,-0.3
1931,Al Van Camp,348,-0.3
1960,Ed Bouchee,428,-0.3
1901,Jim Jackson,399,-0.3
2004,Todd Zeile,396,-0.3
1940,Tony Cuccinello,459,-0.3
1959,Wes Covington,405,-0.3
1961,Leo Posada,400,-0.3
2017,Adam Rosales,312,-0.3
2010,Willy Aybar,309,-0.3
1985,David Green,321,-0.3
1977,Denny Doyle,500,-0.3
1987,Al Newman,349,-0.3
1891,Ed Andrews,390,-0.3
1886,Joe Farrell,313,-0.3
1998,Bernard Gilkey,419,-0.3
1964,John Herrnstein,338,-0.3
1978,Rod Gilbreath,356,-0.3
1926,Dick Burrus,540,-0.3
1923,Walter Schmidt,365,-0.3
2012,Nyjer Morgan,322,-0.3
1976,Aurelio Rodriguez,514,-0.3
2013,Eduardo Nunez,336,-0.3
1884,Jim Lillie,476,-0.3
1884,Ed Kennedy,395,-0.3
1937,Leo Norris,411,-0.3
2013,Juan Francisco,385,-0.3
2013,Vernon Wells,458,-0.3
1886,Lou Bierbauer,543,-0.3
1996,Joe Vitiello,301,-0.3
1902,Monte Cross,559,-0.3
1963,Roman Mejias,381,-0.3
1940,Jimmy Brown,484,-0.3
1941,Ben Chapman,331,-0.3
1888,Joe Mulvey,408,-0.3
2008,Mark Teahen,623,-0.3
1973,Ed Kranepool,320,-0.3
1921,Larry Kopf,427,-0.3
2015,David DeJesus,317,-0.3
2004,Tony Batista,650,-0.3
1941,Don Padgett,346,-0.3
1915,Fred Beck,409,-0.3
2017,Matt Wieters,465,-0.3
1984,Glenn Wilson,363,-0.3
1984,Joel Youngblood,524,-0.3
1954,Don Bollweg,307,-0.3
1912,George Stovall,424,-0.3
1958,Tony Taylor,555,-0.3
1967,Cleon Jones,446,-0.3
1997,Marty Cordova,413,-0.3
1984,Omar Moreno,382,-0.3
1974,Tito Fuentes,428,-0.3
1966,Glenn Beckert,693,-0.3
1926,Bernie Friberg,553,-0.3
2004,Timo Perez,321,-0.3
1899,General Stafford,326,-0.3
1969,Roberto Pena,501,-0.4
1978,Dave McKay,537,-0.4
2005,Chris Snyder,373,-0.4
2017,Jose Bautista,686,-0.4
2014,Mike Aviles,374,-0.4
1965,Joe Christopher,486,-0.4
1999,Jeremy Giambi,336,-0.4
1980,Rick Manning,555,-0.4
2007,Ryan Freel,304,-0.4
2001,Pokey Reese,474,-0.4
1910,Arnold Hauser,444,-0.4
1999,Wade Boggs,334,-0.4
2018,Eduardo Nunez,502,-0.4
1950,Virgil Stallcup,507,-0.4
1971,Lou Piniella,476,-0.4
1949,Al Kozar,378,-0.4
1994,Phil Plantier,385,-0.4
1971,Tony Gonzalez,350,-0.4
2001,Brady Anderson,501,-0.4
2000,Matt Stairs,562,-0.4
1954,Curt Roberts,565,-0.4
1915,Everett Scott,399,-0.4
2010,Cesar Izturis,513,-0.4
1976,Rowland Office,407,-0.4
1982,Tony Scott,483,-0.4
1989,Gary Sheffield,405,-0.4
